KEPH,Facility_category,Owner,County,whole_day,public_holidays,weekends,late_night
Level 2,MEDICAL CLINIC,Private Practice,Kirinyaga,No,No,No,No
Level 2,MEDICAL CLINIC,Non-Governmental Organizations,Laikipia,No,Yes,Yes,No
Level 2,MEDICAL CLINIC,Private Practice,Kiambu,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Lamu,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Bomet,No,Yes,Yes,Yes
Level 3,MEDICAL CENTER,Private Practice,Nyeri,No,Yes,Yes,No
Level 3,MEDICAL CENTER,Private Practice,Narok,Yes,Yes,Yes,Yes
Level 3,MEDICAL CENTER,Private Practice,Turkana,No,Yes,Yes,No
Level 2,MEDICAL CLINIC,Private Practice,Kiambu,Yes,Yes,Yes,Yes
Level 2,DISPENSARY,Ministry of Health,Migori,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Meru,Yes,Yes,Yes,Yes
Level 3,MEDICAL CENTER,Private Practice,Mombasa,Yes,Yes,Yes,Yes
Level 3,MEDICAL CLINIC,Private Practice,Kirinyaga,Yes,Yes,Yes,Yes
Level 2,MEDICAL CLINIC,Private Practice,Samburu,No,Yes,Yes,No
Level 2,MEDICAL CLINIC,Private Practice,Meru,No,Yes,Yes,No
Level 3,NURSING HOME,Private Practice,Homa Bay,Yes,Yes,Yes,Yes
Level 2,DISPENSARY,Faith Based Organization,Nakuru,No,Yes,Yes,No
Level 2,DISPENSARY,Ministry of Health,Nakuru,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Kilifi,No,Yes,Yes,Yes
Level 2,MEDICAL CLINIC,Private Practice,Kisii,Yes,No,Yes,No
Level 2,MEDICAL CLINIC,Private Practice,Mombasa,No,No,Yes,No
Level 2,MEDICAL CENTER,Private Practice,Kakamega,No,Yes,Yes,Yes
Level 3,NURSING HOME,Private Practice,Homa Bay,Yes,Yes,Yes,Yes
Level 2,MEDICAL CLINIC,Private Practice,Trans Nzoia,No,Yes,Yes,No
Level 3,MEDICAL CENTER,Private Practice,Busia,No,Yes,Yes,No
Level 2,DISPENSARY,Ministry of Health,West Pokot,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Embu,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Homa Bay,No,No,No,No
Level 3,MEDICAL CENTER,Private Practice,Homa Bay,Yes,Yes,Yes,Yes
Level 3,NURSING HOME,Private Practice,Homa Bay,Yes,Yes,Yes,Yes
Level 3,NURSING HOME,Private Practice,Homa Bay,Yes,Yes,Yes,Yes
Level 3,NURSING HOME,Private Practice,Homa Bay,Yes,Yes,Yes,Yes
Level 2,MEDICAL CLINIC,Private Practice,Baringo,No,Yes,Yes,No
Level 2,MEDICAL CLINIC,Private Practice,Nakuru,No,Yes,No,No
Level 3,MEDICAL CENTER,Faith Based Organization,Nakuru,Yes,Yes,Yes,No
Level 2,MEDICAL CLINIC,Private Practice,Kericho,No,No,Yes,No
Level 2,MEDICAL CLINIC,Private Practice,Nakuru,Yes,Yes,Yes,Yes
Level 2,MEDICAL CLINIC,Private Practice,Kilifi,No,No,Yes,No
Level 2,DISPENSARY,Ministry of Health,Lamu,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Nakuru,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Nakuru,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Nakuru,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Nakuru,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Nakuru,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Nakuru,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Nakuru,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Nyeri,No,Yes,Yes,No
Level 3,MEDICAL CENTER,Private Practice,Kiambu,No,No,No,No
Level 3,NURSING HOME,Private Practice,Garissa,Yes,Yes,Yes,Yes
Level 2,DISPENSARY,Ministry of Health,Kwale,No,No,No,No
Level 2,DISPENSARY,Faith Based Organization,Muranga,No,No,No,No
Level 3,MEDICAL CENTER,Private Practice,Kisumu,Yes,Yes,Yes,Yes
Level 2,DISPENSARY,Ministry of Health,Isiolo,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Nakuru,No,No,No,No
Level 3,MEDICAL CENTER,Private Practice,Laikipia,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Marsabit,Yes,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Narok,No,No,No,No
Level 6,HOSPITALS,Ministry of Health,Nyeri,Yes,Yes,Yes,Yes
Level 2,DISPENSARY,Ministry of Health,Bomet,No,No,No,No
Level 3,MEDICAL CENTER,Private Practice,Nairobi,No,No,Yes,Yes
Level 2,MEDICAL CLINIC,Private Practice,Kiambu,No,Yes,Yes,No
Level 2,DISPENSARY,Ministry of Health,Nakuru,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Tharaka Nithi,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Nyeri,No,No,No,No
Level 3,MEDICAL CENTER,Private Practice,Turkana,Yes,Yes,Yes,Yes
Level 2,DISPENSARY,Ministry of Health,West Pokot,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,West Pokot,No,No,No,No
Level 3,None,Private Practice,Nakuru,Yes,Yes,Yes,Yes
Level 2,DISPENSARY,Ministry of Health,Kericho,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Kiambu,No,No,Yes,No
Level 2,DISPENSARY,Ministry of Health,West Pokot,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Kisii,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Kisii,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Marsabit,No,Yes,Yes,Yes
Level 2,DISPENSARY,Ministry of Health,West Pokot,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Kajiado,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Nairobi,No,Yes,Yes,Yes
Level 2,MEDICAL CLINIC,Private Practice,Narok,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Kiambu,No,No,Yes,No
Level 2,MEDICAL CLINIC,Private Practice,Kiambu,No,Yes,Yes,No
Level 2,MEDICAL CLINIC,Private Practice,Nyeri,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Meru,No,No,Yes,No
Level 2,MEDICAL CLINIC,Private Practice,Nairobi,No,No,Yes,No
Level 3,NURSING HOME,Private Practice,Homa Bay,Yes,Yes,Yes,Yes
Level 2,MEDICAL CLINIC,Private Practice,Trans Nzoia,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Meru,No,Yes,Yes,No
Level 2,MEDICAL CLINIC,Private Practice,Kisii,No,Yes,Yes,No
Level 3,MEDICAL CENTER,Private Practice,Embu,Yes,No,No,No
Level 3,MEDICAL CENTER,Private Practice,Kilifi,No,Yes,Yes,No
Level 2,MEDICAL CLINIC,Private Practice,Nakuru,Yes,Yes,Yes,Yes
Level 3,MEDICAL CENTER,Private Practice,Nakuru,No,Yes,Yes,No
Level 2,STAND ALONE,Private Practice,Kiambu,Yes,Yes,Yes,Yes
Level 3,NURSING HOME,Private Practice,Kitui,Yes,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Homa Bay,Yes,Yes,Yes,Yes
Level 2,MEDICAL CLINIC,Private Practice,Nairobi,No,Yes,Yes,Yes
Level 3,NURSING HOME,Private Practice,Nairobi,Yes,Yes,Yes,Yes
Level 2,DISPENSARY,Ministry of Health,Kwale,No,No,No,No
Level 3,MEDICAL CENTER,Private Practice,Homa Bay,Yes,Yes,Yes,Yes
Level 2,DISPENSARY,Ministry of Health,Kwale,No,No,No,No
Level 3,MEDICAL CENTER,Private Practice,Mandera,No,Yes,Yes,Yes
Level 2,DISPENSARY,Ministry of Health,Mandera,Yes,Yes,Yes,Yes
Level 3,MEDICAL CENTER,Private Practice,Kilifi,Yes,Yes,Yes,Yes
Level 2,DISPENSARY,Ministry of Health,Vihiga,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Kakamega,No,No,No,No
Level 3,MEDICAL CENTER,Private Practice,Migori,No,No,No,No
Level 3,MEDICAL CENTER,Private Practice,Migori,Yes,Yes,Yes,Yes
Level 2,DISPENSARY,Ministry of Health,Vihiga,No,No,No,No
Level 3,MEDICAL CENTER,Private Practice,Nyamira,Yes,Yes,Yes,Yes
Level 4,HOSPITALS,Private Practice,Uasin Gishu,Yes,Yes,Yes,Yes
Level 6,HOSPITALS,Ministry of Health,Nairobi,Yes,Yes,Yes,Yes
Level 2,DISPENSARY,Ministry of Health,Uasin Gishu,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Uasin Gishu,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Muranga,No,No,No,No
Level 3,MEDICAL CENTER,Private Practice,Machakos,No,No,No,No
Level 3,MEDICAL CENTER,Private Practice,Machakos,Yes,No,No,No
Level 2,DISPENSARY,Ministry of Health,Siaya,No,No,No,No
Level 3,MEDICAL CENTER,Private Practice,Kiambu,No,No,Yes,No
Level 3,MEDICAL CENTER,Private Practice,Kisumu,Yes,Yes,Yes,Yes
Level 2,MEDICAL CLINIC,Private Practice,Muranga,No,Yes,Yes,Yes
Level 2,None,Private Practice,Turkana,Yes,Yes,Yes,Yes
Level 2,DISPENSARY,Ministry of Health,Narok,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Kajiado,Yes,Yes,Yes,Yes
Level 2,STAND ALONE,Non-Governmental Organizations,Kiambu,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Kiambu,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Kajiado,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Kajiado,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Muranga,No,Yes,Yes,Yes
Level 2,MEDICAL CLINIC,Private Practice,Kilifi,Yes,Yes,Yes,Yes
Level 4,HOSPITALS,Private Practice,Embu,Yes,Yes,Yes,Yes
Level 2,MEDICAL CLINIC,Private Practice,Nyeri,No,No,Yes,No
Level 2,MEDICAL CLINIC,Private Practice,Nyeri,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Kisumu,No,No,Yes,No
Level 2,MEDICAL CLINIC,Private Practice,Narok,Yes,Yes,Yes,Yes
Level 3,MEDICAL CENTER,Private Practice,Bungoma,No,No,No,No
Level 4,HOSPITALS,Private Practice,Bungoma,Yes,Yes,Yes,Yes
Level 2,MEDICAL CLINIC,Private Practice,Kiambu,No,No,No,No
Level 3,MEDICAL CENTER,Private Practice,Nyamira,Yes,Yes,Yes,Yes
Level 2,MEDICAL CLINIC,Private Practice,Kiambu,No,Yes,Yes,Yes
Level 2,DISPENSARY,Ministry of Health,Muranga,No,No,Yes,No
Level 4,HOSPITALS,Private Practice,Kisumu,Yes,Yes,Yes,Yes
Level 2,MEDICAL CLINIC,Private Practice,Kwale,No,Yes,Yes,No
Level 3,MEDICAL CENTER,Private Practice,Migori,Yes,Yes,Yes,Yes
Level 3,NURSING HOME,Private Practice,Migori,Yes,Yes,Yes,Yes
Level 2,DISPENSARY,Faith Based Organization,Muranga,No,No,Yes,No
Level 2,MEDICAL CLINIC,Private Practice,Meru,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Kitui,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Turkana,No,No,No,Yes
Level 2,MEDICAL CLINIC,Private Practice,Siaya,No,No,Yes,No
Level 2,MEDICAL CLINIC,Private Practice,Kakamega,Yes,Yes,Yes,Yes
Level 2,MEDICAL CLINIC,Private Practice,Kirinyaga,No,Yes,Yes,Yes
Level 4,HOSPITALS,Private Practice,Nakuru,Yes,Yes,Yes,Yes
Level 3,MEDICAL CENTER,Private Practice,Nakuru,Yes,Yes,Yes,Yes
Level 3,NURSING HOME,Private Practice,Trans Nzoia,Yes,Yes,Yes,Yes
Level 3,MEDICAL CENTER,Private Practice,Nairobi,No,No,Yes,No
Level 3,HEALTH CENTRE,Ministry of Health,Narok,No,No,No,No
Level 3,MEDICAL CENTER,Private Practice,Nyeri,No,No,Yes,No
Level 2,DISPENSARY,Ministry of Health,Isiolo,No,No,No,No
Level 2,STAND ALONE,Private Practice,Nairobi,No,Yes,Yes,No
Level 2,MEDICAL CLINIC,Private Practice,Nairobi,No,Yes,Yes,No
Level 2,MEDICAL CLINIC,Private Practice,Kiambu,No,Yes,Yes,Yes
Level 2,MEDICAL CLINIC,Private Practice,Laikipia,No,Yes,Yes,No
Level 3,MEDICAL CENTER,Private Practice,Kajiado,Yes,Yes,Yes,Yes
Level 3,MEDICAL CENTER,Private Practice,Bomet,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Turkana,No,Yes,Yes,No
Level 2,MEDICAL CLINIC,Private Practice,Meru,No,Yes,Yes,No
Level 3,MEDICAL CENTER,Private Practice,Bomet,No,No,No,No
Level 3,MEDICAL CENTER,Private Practice,Nairobi,No,Yes,Yes,No
Level 2,MEDICAL CLINIC,Private Practice,Embu,No,No,No,No
Level 3,HEALTH CENTRE,Ministry of Health,Nairobi,Yes,Yes,Yes,Yes
Level 2,MEDICAL CLINIC,Private Practice,Nairobi,No,Yes,Yes,Yes
Level 3,MEDICAL CENTER,Private Practice,Kiambu,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Machakos,No,Yes,Yes,No
Level 2,MEDICAL CLINIC,Private Practice,Kisii,Yes,No,No,No
Level 2,DISPENSARY,Ministry of Health,Isiolo,No,No,Yes,No
Level 3,NURSING HOME,Private Practice,Isiolo,No,No,No,Yes
Level 2,MEDICAL CLINIC,Private Practice,Isiolo,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Meru,No,No,Yes,No
Level 3,MEDICAL CENTER,Private Practice,Narok,No,No,Yes,No
Level 3,MEDICAL CENTER,Private Practice,Kilifi,Yes,Yes,Yes,Yes
Level 2,MEDICAL CLINIC,Private Practice,Nakuru,No,Yes,Yes,No
Level 2,MEDICAL CLINIC,Private Practice,Nakuru,No,No,Yes,No
Level 2,MEDICAL CLINIC,Private Practice,Kajiado,No,No,No,Yes
Level 2,MEDICAL CLINIC,Private Practice,Kisumu,No,No,No,Yes
Level 2,DISPENSARY,Faith Based Organization,Turkana,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Nyeri,No,Yes,Yes,No
Level 2,DISPENSARY,Ministry of Health,Uasin Gishu,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Kiambu,No,No,Yes,No
Level 2,DISPENSARY,Ministry of Health,West Pokot,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Nyandarua,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Kajiado,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Kitui,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Machakos,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Embu,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Kilifi,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Nairobi,No,No,Yes,No
Level 2,DISPENSARY,Ministry of Health,Nakuru,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Uasin Gishu,No,No,No,No
Level 2,DISPENSARY,Faith Based Organization,Trans Nzoia,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Nairobi,No,Yes,Yes,Yes
Level 2,MEDICAL CLINIC,Private Practice,Nairobi,No,Yes,Yes,Yes
Level 2,MEDICAL CLINIC,Private Practice,Nairobi,No,Yes,Yes,Yes
Level 3,NURSING HOME,Private Practice,Kisumu,Yes,Yes,Yes,Yes
Level 2,DISPENSARY,Ministry of Health,Machakos,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Kisii,No,No,No,No
Level 2,MEDICAL CLINIC,Faith Based Organization,Siaya,No,No,No,No
Level 2,MEDICAL CLINIC,Non-Governmental Organizations,Nairobi,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Nairobi,No,No,Yes,No
Level 2,MEDICAL CLINIC,Private Practice,Nakuru,Yes,Yes,Yes,Yes
Level 2,DISPENSARY,Ministry of Health,Bungoma,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Nyandarua,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Tana River,Yes,Yes,Yes,Yes
Level 3,MEDICAL CENTER,Private Practice,Kiambu,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Kwale,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Kakamega,No,Yes,Yes,Yes
Level 2,MEDICAL CLINIC,Private Practice,Migori,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Migori,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Nandi,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Homa Bay,Yes,Yes,Yes,Yes
Level 2,MEDICAL CLINIC,Private Practice,Muranga,No,No,Yes,No
Level 2,MEDICAL CLINIC,Private Practice,Homa Bay,Yes,Yes,Yes,Yes
Level 2,DISPENSARY,Ministry of Health,West Pokot,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,West Pokot,No,No,No,No
Level 3,MEDICAL CENTER,Private Practice,Kiambu,No,Yes,Yes,Yes
Level 2,MEDICAL CLINIC,Private Practice,Nakuru,No,Yes,Yes,No
Level 2,DISPENSARY,Ministry of Health,Embu,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Lamu,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,West Pokot,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,West Pokot,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,West Pokot,No,No,No,No
Level 2,DISPENSARY,Faith Based Organization,Kisii,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Migori,Yes,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Nairobi,No,Yes,Yes,No
Level 2,MEDICAL CLINIC,Private Practice,Busia,Yes,Yes,Yes,Yes
Level 2,MEDICAL CLINIC,Private Practice,West Pokot,No,No,Yes,No
Level 2,DISPENSARY,Ministry of Health,West Pokot,No,No,No,No
Level 2,HEALTH CENTRE,Ministry of Health,West Pokot,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,West Pokot,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,West Pokot,No,No,No,No
Level 3,MEDICAL CENTER,Private Practice,Nyamira,Yes,Yes,Yes,Yes
Level 2,MEDICAL CLINIC,Private Practice,Nairobi,No,Yes,Yes,Yes
Level 2,MEDICAL CLINIC,Private Practice,Nairobi,Yes,Yes,Yes,Yes
Level 2,MEDICAL CLINIC,Private Practice,Kajiado,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Kilifi,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Kajiado,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Kajiado,No,No,No,Yes
Level 3,MEDICAL CENTER,Private Practice,Homa Bay,Yes,No,Yes,No
Level 4,HOSPITALS,Private Practice,Nairobi,Yes,Yes,Yes,Yes
Level 3,NURSING HOME,Private Practice,Embu,Yes,Yes,Yes,Yes
Level 3,MEDICAL CENTER,Private Practice,Kiambu,Yes,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Kiambu,Yes,Yes,Yes,Yes
Level 3,HEALTH CENTRE,Private Practice,Kisumu,Yes,Yes,Yes,Yes
Level 2,MEDICAL CLINIC,Private Practice,Embu,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Kiambu,No,No,No,No
Level 4,HOSPITALS,Private Practice,Uasin Gishu,Yes,Yes,Yes,Yes
Level 2,MEDICAL CLINIC,Private Practice,Kakamega,No,No,Yes,No
Level 3,HEALTH CENTRE,Private Practice,Kiambu,Yes,Yes,Yes,Yes
Level 2,DISPENSARY,Ministry of Health,Homa Bay,Yes,Yes,Yes,Yes
Level 2,DISPENSARY,Non-Governmental Organizations,Kwale,No,Yes,Yes,Yes
Level 2,MEDICAL CLINIC,Private Practice,Kisumu,No,No,No,No
Level 4,HOSPITALS,Private Practice,Meru,No,No,No,No
Level 3,MEDICAL CENTER,Private Practice,Kericho,No,Yes,Yes,No
Level 2,DISPENSARY,Ministry of Health,Tana River,No,No,No,No
Level 2,MEDICAL CLINIC,Non-Governmental Organizations,Kisumu,No,No,No,No
Level 3,HEALTH CENTRE,Ministry of Health,Kisumu,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Bomet,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Nyamira,Yes,Yes,Yes,Yes
Level 2,MEDICAL CLINIC,Ministry of Health,Busia,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Homa Bay,No,No,No,No
Level 3,NURSING HOME,Private Practice,Siaya,Yes,Yes,Yes,Yes
Level 3,HEALTH CENTRE,Ministry of Health,Homa Bay,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Homa Bay,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Nakuru,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Trans Nzoia,No,Yes,Yes,No
Level 2,MEDICAL CLINIC,Private Practice,Kisii,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Kakamega,Yes,Yes,Yes,Yes
Level 3,NURSING HOME,Private Practice,Lamu,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Kisii,Yes,No,No,No
Level 3,MEDICAL CENTER,Private Practice,Nakuru,No,Yes,Yes,No
Level 3,MEDICAL CENTER,Private Practice,Kericho,No,No,Yes,No
Level 3,MEDICAL CENTER,Private Practice,Kiambu,Yes,Yes,Yes,Yes
Level 2,DISPENSARY,Ministry of Health,Machakos,No,Yes,Yes,No
Level 2,MEDICAL CLINIC,Private Practice,Kericho,No,No,No,Yes
Level 4,HOSPITALS,Private Practice,Migori,Yes,Yes,Yes,Yes
Level 3,MEDICAL CENTER,Private Practice,Nairobi,No,Yes,Yes,No
Level 2,DISPENSARY,Ministry of Health,Bomet,No,No,No,No
Level 3,NURSING HOME,Private Practice,Nairobi,No,Yes,Yes,Yes
Level 2,MEDICAL CLINIC,Private Practice,Meru,No,Yes,Yes,No
Level 4,HOSPITALS,Private Practice,Nairobi,No,Yes,Yes,Yes
Level 2,MEDICAL CLINIC,Private Practice,Meru,No,No,No,Yes
Level 2,MEDICAL CLINIC,Private Practice,Meru,No,Yes,Yes,Yes
Level 2,STAND ALONE,Private Practice,Nairobi,No,No,Yes,No
Level 2,STAND ALONE,Non-Governmental Organizations,Nakuru,No,No,No,Yes
Level 2,MEDICAL CLINIC,Private Practice,Taita Taveta,No,Yes,Yes,No
Level 2,MEDICAL CLINIC,Private Practice,Siaya,Yes,Yes,Yes,Yes
Level 2,MEDICAL CLINIC,Private Practice,Siaya,No,No,No,Yes
Level 3,MEDICAL CENTER,Private Practice,Kajiado,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Kakamega,No,Yes,Yes,No
Level 3,HEALTH CENTRE,Private Practice,Migori,No,Yes,Yes,No
Level 2,MEDICAL CLINIC,Private Practice,Homa Bay,No,No,No,No
Level 3,NURSING HOME,Private Practice,Nyamira,No,No,Yes,No
Level 2,MEDICAL CLINIC,Private Practice,Siaya,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Migori,No,No,Yes,No
Level 2,MEDICAL CLINIC,Private Practice,Nairobi,No,Yes,No,Yes
Level 2,DISPENSARY,Private Practice,Kirinyaga,No,No,Yes,No
Level 4,HOSPITALS,Private Practice,Mombasa,Yes,No,No,No
Level 2,DISPENSARY,Ministry of Health,Wajir,No,No,No,No
Level 2,DISPENSARY,Private Practice,Kiambu,No,No,No,No
Level 2,DISPENSARY,Private Practice,Kiambu,No,No,No,No
Level 3,MEDICAL CENTER,Private Practice,Elgeyo Marakwet,No,Yes,Yes,Yes
Level 2,DISPENSARY,Private Practice,Kiambu,No,No,No,No
Level 2,DISPENSARY,Private Practice,Kiambu,No,Yes,Yes,No
Level 2,MEDICAL CLINIC,Private Practice,Nyeri,No,No,No,No
Level 2,NURSING HOME,Private Practice,Vihiga,Yes,Yes,Yes,Yes
Level 3,MEDICAL CENTER,Private Practice,Kiambu,Yes,Yes,Yes,Yes
Level 3,MEDICAL CENTER,Private Practice,Marsabit,Yes,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Muranga,No,No,Yes,No
Level 2,DISPENSARY,Ministry of Health,Kwale,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Nyeri,No,No,No,No
Level 3,MEDICAL CENTER,Private Practice,Kiambu,No,Yes,Yes,No
Level 2,MEDICAL CLINIC,Private Practice,Kiambu,No,No,Yes,No
Level 2,MEDICAL CLINIC,Private Practice,Kiambu,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Wajir,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Kisumu,No,No,Yes,No
Level 2,DISPENSARY,Ministry of Health,Siaya,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Siaya,No,No,No,No
Level 3,MEDICAL CENTER,Private Practice,Kiambu,No,No,No,No
Level 2,DISPENSARY,Faith Based Organization,Nairobi,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Nyeri,No,Yes,Yes,Yes
Level 2,MEDICAL CLINIC,Private Practice,Nairobi,Yes,Yes,Yes,Yes
Level 2,MEDICAL CLINIC,Private Practice,Nyeri,No,Yes,Yes,No
Level 2,STAND ALONE,Private Practice,Kilifi,No,No,No,No
Level 3,MEDICAL CENTER,Private Practice,Kiambu,No,No,Yes,No
Level 2,DISPENSARY,Private Practice,Nairobi,Yes,Yes,Yes,Yes
Level 3,MEDICAL CENTER,Private Practice,Nyamira,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Kitui,No,No,Yes,No
Level 2,DISPENSARY,Ministry of Health,Kitui,No,No,No,No
Level 2,DISPENSARY,Faith Based Organization,Kirinyaga,No,No,No,No
Level 2,DISPENSARY,Private Practice,Kajiado,No,No,No,No
Level 3,MEDICAL CENTER,Private Practice,Kajiado,No,No,No,No
Level 3,MEDICAL CENTER,Private Practice,Vihiga,Yes,Yes,Yes,Yes
Level 2,DISPENSARY,Private Practice,Vihiga,No,No,No,No
Level 2,DISPENSARY,Private Practice,Kajiado,No,No,No,No
Level 3,MEDICAL CENTER,Private Practice,Laikipia,No,Yes,Yes,Yes
Level 2,DISPENSARY,Ministry of Health,Vihiga,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Kisumu,Yes,Yes,Yes,Yes
Level 2,DISPENSARY,Private Practice,Vihiga,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Narok,No,No,Yes,No
Level 3,MEDICAL CENTER,Private Practice,Nyeri,No,No,No,No
Level 4,HOSPITALS,Faith Based Organization,Uasin Gishu,Yes,Yes,Yes,Yes
Level 3,MEDICAL CENTER,Private Practice,Kisumu,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Samburu,No,No,No,No
Level 2,DISPENSARY,Ministry of Health,Nyamira,No,No,No,No
Level 3,MEDICAL CENTER,Private Practice,Bomet,No,No,No,No
Level 3,MEDICAL CENTER,Private Practice,Nairobi,Yes,Yes,Yes,Yes
Level 2,DISPENSARY,Private Practice,Kirinyaga,No,No,No,No
Level 3,MEDICAL CENTER,Private Practice,Nyeri,No,Yes,Yes,Yes
Level 2,MEDICAL CLINIC,Private Practice,Muranga,No,No,Yes,No
Level 2,MEDICAL CLINIC,Private Practice,Muranga,No,Yes,Yes,No
Level 2,MEDICAL CLINIC,Private Practice,Kakamega,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Kakamega,No,No,No,No
Level 2,MEDICAL CLINIC,Private Practice,Nyeri,No,No,Yes,No
